,Comunidades y Ciudades Autónomas,Viajeros y pernoctaciones,Residencia,Periodo,Total
4393,16 País Vasco,Pernoctaciones,Total ,2018M07,66.728
4394,16 País Vasco,Pernoctaciones,Total ,2018M06,49.467
4395,16 País Vasco,Pernoctaciones,Total ,2018M05,42.216
4396,16 País Vasco,Pernoctaciones,Total ,2018M04,36.266
4397,16 País Vasco,Pernoctaciones,Total ,2018M03,27.260
4398,16 País Vasco,Pernoctaciones,Total ,2018M02,16.718
4399,16 País Vasco,Pernoctaciones,Total ,2018M01,15.591
4400,16 País Vasco,Pernoctaciones,Residentes en España,2021M08,54.273
4401,16 País Vasco,Pernoctaciones,Residentes en España,2021M07,35.746
4402,16 País Vasco,Pernoctaciones,Residentes en España,2021M06,22.973
4403,16 País Vasco,Pernoctaciones,Residentes en España,2021M05,13.650
4404,16 País Vasco,Pernoctaciones,Residentes en España,2021M04,16.670
4405,16 País Vasco,Pernoctaciones,Residentes en España,2021M03,14.180
4406,16 País Vasco,Pernoctaciones,Residentes en España,2021M02,8.762
4407,16 País Vasco,Pernoctaciones,Residentes en España,2021M01,8.943
4408,16 País Vasco,Pernoctaciones,Residentes en España,2020M12,12.297
4409,16 País Vasco,Pernoctaciones,Residentes en España,2020M11,10.464
4410,16 País Vasco,Pernoctaciones,Residentes en España,2020M10,16.005
4411,16 País Vasco,Pernoctaciones,Residentes en España,2020M09,18.962
4412,16 País Vasco,Pernoctaciones,Residentes en España,2020M08,39.179
4413,16 País Vasco,Pernoctaciones,Residentes en España,2020M07,25.022
4414,16 País Vasco,Pernoctaciones,Residentes en España,2020M06,9.289
4415,16 País Vasco,Pernoctaciones,Residentes en España,2020M05,.
4416,16 País Vasco,Pernoctaciones,Residentes en España,2020M04,0
4417,16 País Vasco,Pernoctaciones,Residentes en España,2020M03,5.356
4418,16 País Vasco,Pernoctaciones,Residentes en España,2020M02,14.855
4419,16 País Vasco,Pernoctaciones,Residentes en España,2020M01,14.529
4420,16 País Vasco,Pernoctaciones,Residentes en España,2019M12,21.335
4421,16 País Vasco,Pernoctaciones,Residentes en España,2019M11,19.333
4422,16 País Vasco,Pernoctaciones,Residentes en España,2019M10,20.903
4423,16 País Vasco,Pernoctaciones,Residentes en España,2019M09,24.259
4424,16 País Vasco,Pernoctaciones,Residentes en España,2019M08,37.600
4425,16 País Vasco,Pernoctaciones,Residentes en España,2019M07,26.658
4426,16 País Vasco,Pernoctaciones,Residentes en España,2019M06,20.106
4427,16 País Vasco,Pernoctaciones,Residentes en España,2019M05,17.609
4428,16 País Vasco,Pernoctaciones,Residentes en España,2019M04,22.353
4429,16 País Vasco,Pernoctaciones,Residentes en España,2019M03,16.074
4430,16 País Vasco,Pernoctaciones,Residentes en España,2019M02,12.536
4431,16 País Vasco,Pernoctaciones,Residentes en España,2019M01,12.895
4432,16 País Vasco,Pernoctaciones,Residentes en España,2018M12,22.745
4433,16 País Vasco,Pernoctaciones,Residentes en España,2018M11,20.689
4434,16 País Vasco,Pernoctaciones,Residentes en España,2018M10,21.396
4435,16 País Vasco,Pernoctaciones,Residentes en España,2018M09,23.620
4436,16 País Vasco,Pernoctaciones,Residentes en España,2018M08,45.214
4437,16 País Vasco,Pernoctaciones,Residentes en España,2018M07,31.177
4438,16 País Vasco,Pernoctaciones,Residentes en España,2018M06,22.194
4439,16 País Vasco,Pernoctaciones,Residentes en España,2018M05,17.914
4440,16 País Vasco,Pernoctaciones,Residentes en España,2018M04,21.961
4441,16 País Vasco,Pernoctaciones,Residentes en España,2018M03,20.329
4442,16 País Vasco,Pernoctaciones,Residentes en España,2018M02,12.694
4443,16 País Vasco,Pernoctaciones,Residentes en España,2018M01,10.959
4444,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2021M08,17.356
4445,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2021M07,13.799
4446,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2021M06,6.211
4447,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2021M05,3.684
4448,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2021M04,1.884
4449,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2021M03,2.241
4450,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2021M02,2.320
4451,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2021M01,2.738
4452,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2020M12,2.403
4453,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2020M11,2.682
4454,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2020M10,5.395
4455,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2020M09,7.373
4456,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2020M08,13.356
4457,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2020M07,13.791
4458,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2020M06,6.556
4459,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2020M05,.
4460,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2020M04,0
4461,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2020M03,8.081
4462,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2020M02,11.091
4463,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2020M01,10.778
4464,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2019M12,15.035
4465,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2019M11,13.468
4466,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2019M10,26.410
4467,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2019M09,30.493
4468,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2019M08,40.670
4469,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2019M07,45.676
4470,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2019M06,35.751
4471,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2019M05,30.550
4472,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2019M04,23.301
4473,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2019M03,15.410
4474,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2019M02,11.303
4475,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2019M01,8.904
4476,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2018M12,10.647
4477,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2018M11,9.351
4478,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2018M10,22.524
4479,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2018M09,25.871
4480,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2018M08,34.242
4481,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2018M07,35.551
4482,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2018M06,27.274
4483,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2018M05,24.302
4484,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2018M04,14.305
4485,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2018M03,6.930
4486,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2018M02,4.024
4487,16 País Vasco,Pernoctaciones,Residentes en el Extranjero,2018M01,4.631
4488,"17 Rioja, La",Viajero,Total ,2021M08,6.077
4489,"17 Rioja, La",Viajero,Total ,2021M07,6.176
4490,"17 Rioja, La",Viajero,Total ,2021M06,2.673
4491,"17 Rioja, La",Viajero,Total ,2021M05,1.470
4492,"17 Rioja, La",Viajero,Total ,2021M04,747
4493,"17 Rioja, La",Viajero,Total ,2021M03,473
4494,"17 Rioja, La",Viajero,Total ,2021M02,222
4495,"17 Rioja, La",Viajero,Total ,2021M01,206
4496,"17 Rioja, La",Viajero,Total ,2020M12,350
4497,"17 Rioja, La",Viajero,Total ,2020M11,118
4498,"17 Rioja, La",Viajero,Total ,2020M10,1.235
4499,"17 Rioja, La",Viajero,Total ,2020M09,1.515
4500,"17 Rioja, La",Viajero,Total ,2020M08,4.279
4501,"17 Rioja, La",Viajero,Total ,2020M07,2.498
4502,"17 Rioja, La",Viajero,Total ,2020M06,636
4503,"17 Rioja, La",Viajero,Total ,2020M05,101
4504,"17 Rioja, La",Viajero,Total ,2020M04,0
4505,"17 Rioja, La",Viajero,Total ,2020M03,499
4506,"17 Rioja, La",Viajero,Total ,2020M02,2.814
4507,"17 Rioja, La",Viajero,Total ,2020M01,2.285
4508,"17 Rioja, La",Viajero,Total ,2019M12,3.512
4509,"17 Rioja, La",Viajero,Total ,2019M11,2.767
4510,"17 Rioja, La",Viajero,Total ,2019M10,5.405
4511,"17 Rioja, La",Viajero,Total ,2019M09,3.897
4512,"17 Rioja, La",Viajero,Total ,2019M08,6.389
4513,"17 Rioja, La",Viajero,Total ,2019M07,4.408
4514,"17 Rioja, La",Viajero,Total ,2019M06,3.625
4515,"17 Rioja, La",Viajero,Total ,2019M05,3.472
4516,"17 Rioja, La",Viajero,Total ,2019M04,4.017
4517,"17 Rioja, La",Viajero,Total ,2019M03,2.489
4518,"17 Rioja, La",Viajero,Total ,2019M02,2.820
4519,"17 Rioja, La",Viajero,Total ,2019M01,1.705
4520,"17 Rioja, La",Viajero,Total ,2018M12,3.557
4521,"17 Rioja, La",Viajero,Total ,2018M11,2.638
4522,"17 Rioja, La",Viajero,Total ,2018M10,4.056
4523,"17 Rioja, La",Viajero,Total ,2018M09,3.655
4524,"17 Rioja, La",Viajero,Total ,2018M08,4.038
4525,"17 Rioja, La",Viajero,Total ,2018M07,3.796
4526,"17 Rioja, La",Viajero,Total ,2018M06,3.284
4527,"17 Rioja, La",Viajero,Total ,2018M05,2.968
4528,"17 Rioja, La",Viajero,Total ,2018M04,2.949
4529,"17 Rioja, La",Viajero,Total ,2018M03,3.495
4530,"17 Rioja, La",Viajero,Total ,2018M02,2.790
4531,"17 Rioja, La",Viajero,Total ,2018M01,2.005
4532,"17 Rioja, La",Viajero,Residentes en España,2021M08,5.670
4533,"17 Rioja, La",Viajero,Residentes en España,2021M07,5.575
4534,"17 Rioja, La",Viajero,Residentes en España,2021M06,2.444
4535,"17 Rioja, La",Viajero,Residentes en España,2021M05,1.349
4536,"17 Rioja, La",Viajero,Residentes en España,2021M04,732
4537,"17 Rioja, La",Viajero,Residentes en España,2021M03,448
4538,"17 Rioja, La",Viajero,Residentes en España,2021M02,179
4539,"17 Rioja, La",Viajero,Residentes en España,2021M01,206
4540,"17 Rioja, La",Viajero,Residentes en España,2020M12,333
4541,"17 Rioja, La",Viajero,Residentes en España,2020M11,.
4542,"17 Rioja, La",Viajero,Residentes en España,2020M10,1.181
4543,"17 Rioja, La",Viajero,Residentes en España,2020M09,1.457
4544,"17 Rioja, La",Viajero,Residentes en España,2020M08,4.098
4545,"17 Rioja, La",Viajero,Residentes en España,2020M07,2.255
4546,"17 Rioja, La",Viajero,Residentes en España,2020M06,636
4547,"17 Rioja, La",Viajero,Residentes en España,2020M05,.
4548,"17 Rioja, La",Viajero,Residentes en España,2020M04,0
4549,"17 Rioja, La",Viajero,Residentes en España,2020M03,369
4550,"17 Rioja, La",Viajero,Residentes en España,2020M02,2.674
4551,"17 Rioja, La",Viajero,Residentes en España,2020M01,2.174
4552,"17 Rioja, La",Viajero,Residentes en España,2019M12,3.421
4553,"17 Rioja, La",Viajero,Residentes en España,2019M11,2.724
4554,"17 Rioja, La",Viajero,Residentes en España,2019M10,4.770
4555,"17 Rioja, La",Viajero,Residentes en España,2019M09,3.097
4556,"17 Rioja, La",Viajero,Residentes en España,2019M08,5.773
4557,"17 Rioja, La",Viajero,Residentes en España,2019M07,3.561
4558,"17 Rioja, La",Viajero,Residentes en España,2019M06,3.150
4559,"17 Rioja, La",Viajero,Residentes en España,2019M05,2.427
4560,"17 Rioja, La",Viajero,Residentes en España,2019M04,3.560
4561,"17 Rioja, La",Viajero,Residentes en España,2019M03,2.339
4562,"17 Rioja, La",Viajero,Residentes en España,2019M02,2.621
4563,"17 Rioja, La",Viajero,Residentes en España,2019M01,1.640
4564,"17 Rioja, La",Viajero,Residentes en España,2018M12,3.465
4565,"17 Rioja, La",Viajero,Residentes en España,2018M11,2.577
4566,"17 Rioja, La",Viajero,Residentes en España,2018M10,3.548
4567,"17 Rioja, La",Viajero,Residentes en España,2018M09,3.209
4568,"17 Rioja, La",Viajero,Residentes en España,2018M08,3.537
4569,"17 Rioja, La",Viajero,Residentes en España,2018M07,3.308
4570,"17 Rioja, La",Viajero,Residentes en España,2018M06,3.102
4571,"17 Rioja, La",Viajero,Residentes en España,2018M05,2.304
4572,"17 Rioja, La",Viajero,Residentes en España,2018M04,2.689
4573,"17 Rioja, La",Viajero,Residentes en España,2018M03,3.351
4574,"17 Rioja, La",Viajero,Residentes en España,2018M02,2.686
4575,"17 Rioja, La",Viajero,Residentes en España,2018M01,1.988
4576,"17 Rioja, La",Viajero,Residentes en el Extranjero,2021M08,407
4577,"17 Rioja, La",Viajero,Residentes en el Extranjero,2021M07,601
4578,"17 Rioja, La",Viajero,Residentes en el Extranjero,2021M06,229
4579,"17 Rioja, La",Viajero,Residentes en el Extranjero,2021M05,121
4580,"17 Rioja, La",Viajero,Residentes en el Extranjero,2021M04,15
4581,"17 Rioja, La",Viajero,Residentes en el Extranjero,2021M03,26
4582,"17 Rioja, La",Viajero,Residentes en el Extranjero,2021M02,43
4583,"17 Rioja, La",Viajero,Residentes en el Extranjero,2021M01,0
4584,"17 Rioja, La",Viajero,Residentes en el Extranjero,2020M12,17
4585,"17 Rioja, La",Viajero,Residentes en el Extranjero,2020M11,.
4586,"17 Rioja, La",Viajero,Residentes en el Extranjero,2020M10,53
4587,"17 Rioja, La",Viajero,Residentes en el Extranjero,2020M09,58
4588,"17 Rioja, La",Viajero,Residentes en el Extranjero,2020M08,181
4589,"17 Rioja, La",Viajero,Residentes en el Extranjero,2020M07,244
4590,"17 Rioja, La",Viajero,Residentes en el Extranjero,2020M06,0
4591,"17 Rioja, La",Viajero,Residentes en el Extranjero,2020M05,.
4592,"17 Rioja, La",Viajero,Residentes en el Extranjero,2020M04,0
4593,"17 Rioja, La",Viajero,Residentes en el Extranjero,2020M03,130
4594,"17 Rioja, La",Viajero,Residentes en el Extranjero,2020M02,140
4595,"17 Rioja, La",Viajero,Residentes en el Extranjero,2020M01,110
4596,"17 Rioja, La",Viajero,Residentes en el Extranjero,2019M12,92
4597,"17 Rioja, La",Viajero,Residentes en el Extranjero,2019M11,43
4598,"17 Rioja, La",Viajero,Residentes en el Extranjero,2019M10,635
4599,"17 Rioja, La",Viajero,Residentes en el Extranjero,2019M09,800
4600,"17 Rioja, La",Viajero,Residentes en el Extranjero,2019M08,617
4601,"17 Rioja, La",Viajero,Residentes en el Extranjero,2019M07,847
4602,"17 Rioja, La",Viajero,Residentes en el Extranjero,2019M06,475
4603,"17 Rioja, La",Viajero,Residentes en el Extranjero,2019M05,1.045
4604,"17 Rioja, La",Viajero,Residentes en el Extranjero,2019M04,458
4605,"17 Rioja, La",Viajero,Residentes en el Extranjero,2019M03,150
4606,"17 Rioja, La",Viajero,Residentes en el Extranjero,2019M02,199
4607,"17 Rioja, La",Viajero,Residentes en el Extranjero,2019M01,65
4608,"17 Rioja, La",Viajero,Residentes en el Extranjero,2018M12,92
4609,"17 Rioja, La",Viajero,Residentes en el Extranjero,2018M11,61
4610,"17 Rioja, La",Viajero,Residentes en el Extranjero,2018M10,508
4611,"17 Rioja, La",Viajero,Residentes en el Extranjero,2018M09,446
4612,"17 Rioja, La",Viajero,Residentes en el Extranjero,2018M08,500
4613,"17 Rioja, La",Viajero,Residentes en el Extranjero,2018M07,488
4614,"17 Rioja, La",Viajero,Residentes en el Extranjero,2018M06,182
4615,"17 Rioja, La",Viajero,Residentes en el Extranjero,2018M05,664
4616,"17 Rioja, La",Viajero,Residentes en el Extranjero,2018M04,261
4617,"17 Rioja, La",Viajero,Residentes en el Extranjero,2018M03,143
4618,"17 Rioja, La",Viajero,Residentes en el Extranjero,2018M02,103
4619,"17 Rioja, La",Viajero,Residentes en el Extranjero,2018M01,18
4620,"17 Rioja, La",Pernoctaciones,Total ,2021M08,27.226
4621,"17 Rioja, La",Pernoctaciones,Total ,2021M07,19.414
4622,"17 Rioja, La",Pernoctaciones,Total ,2021M06,7.863
4623,"17 Rioja, La",Pernoctaciones,Total ,2021M05,4.268
4624,"17 Rioja, La",Pernoctaciones,Total ,2021M04,2.315
4625,"17 Rioja, La",Pernoctaciones,Total ,2021M03,1.717
4626,"17 Rioja, La",Pernoctaciones,Total ,2021M02,1.093
4627,"17 Rioja, La",Pernoctaciones,Total ,2021M01,1.271
4628,"17 Rioja, La",Pernoctaciones,Total ,2020M12,1.173
4629,"17 Rioja, La",Pernoctaciones,Total ,2020M11,888
4630,"17 Rioja, La",Pernoctaciones,Total ,2020M10,3.633
4631,"17 Rioja, La",Pernoctaciones,Total ,2020M09,4.639
4632,"17 Rioja, La",Pernoctaciones,Total ,2020M08,16.029
4633,"17 Rioja, La",Pernoctaciones,Total ,2020M07,7.494
4634,"17 Rioja, La",Pernoctaciones,Total ,2020M06,1.942
4635,"17 Rioja, La",Pernoctaciones,Total ,2020M05,507
4636,"17 Rioja, La",Pernoctaciones,Total ,2020M04,0
4637,"17 Rioja, La",Pernoctaciones,Total ,2020M03,1.990
4638,"17 Rioja, La",Pernoctaciones,Total ,2020M02,6.026
4639,"17 Rioja, La",Pernoctaciones,Total ,2020M01,4.557
4640,"17 Rioja, La",Pernoctaciones,Total ,2019M12,8.727
4641,"17 Rioja, La",Pernoctaciones,Total ,2019M11,7.034
4642,"17 Rioja, La",Pernoctaciones,Total ,2019M10,10.437
4643,"17 Rioja, La",Pernoctaciones,Total ,2019M09,8.676
4644,"17 Rioja, La",Pernoctaciones,Total ,2019M08,22.660
4645,"17 Rioja, La",Pernoctaciones,Total ,2019M07,10.905
4646,"17 Rioja, La",Pernoctaciones,Total ,2019M06,8.077
4647,"17 Rioja, La",Pernoctaciones,Total ,2019M05,6.411
4648,"17 Rioja, La",Pernoctaciones,Total ,2019M04,9.468
4649,"17 Rioja, La",Pernoctaciones,Total ,2019M03,6.363
4650,"17 Rioja, La",Pernoctaciones,Total ,2019M02,5.505
4651,"17 Rioja, La",Pernoctaciones,Total ,2019M01,4.053
4652,"17 Rioja, La",Pernoctaciones,Total ,2018M12,9.793
4653,"17 Rioja, La",Pernoctaciones,Total ,2018M11,6.448
4654,"17 Rioja, La",Pernoctaciones,Total ,2018M10,8.846
4655,"17 Rioja, La",Pernoctaciones,Total ,2018M09,8.579
4656,"17 Rioja, La",Pernoctaciones,Total ,2018M08,15.183
4657,"17 Rioja, La",Pernoctaciones,Total ,2018M07,11.244
4658,"17 Rioja, La",Pernoctaciones,Total ,2018M06,8.404
4659,"17 Rioja, La",Pernoctaciones,Total ,2018M05,6.795
4660,"17 Rioja, La",Pernoctaciones,Total ,2018M04,7.982
4661,"17 Rioja, La",Pernoctaciones,Total ,2018M03,9.080
4662,"17 Rioja, La",Pernoctaciones,Total ,2018M02,7.460
4663,"17 Rioja, La",Pernoctaciones,Total ,2018M01,5.163
4664,"17 Rioja, La",Pernoctaciones,Residentes en España,2021M08,25.888
4665,"17 Rioja, La",Pernoctaciones,Residentes en España,2021M07,17.781
4666,"17 Rioja, La",Pernoctaciones,Residentes en España,2021M06,6.920
4667,"17 Rioja, La",Pernoctaciones,Residentes en España,2021M05,4.039
4668,"17 Rioja, La",Pernoctaciones,Residentes en España,2021M04,2.300
4669,"17 Rioja, La",Pernoctaciones,Residentes en España,2021M03,1.562
4670,"17 Rioja, La",Pernoctaciones,Residentes en España,2021M02,957
4671,"17 Rioja, La",Pernoctaciones,Residentes en España,2021M01,1.271
4672,"17 Rioja, La",Pernoctaciones,Residentes en España,2020M12,1.139
4673,"17 Rioja, La",Pernoctaciones,Residentes en España,2020M11,.
4674,"17 Rioja, La",Pernoctaciones,Residentes en España,2020M10,3.534
4675,"17 Rioja, La",Pernoctaciones,Residentes en España,2020M09,4.439
4676,"17 Rioja, La",Pernoctaciones,Residentes en España,2020M08,15.448
4677,"17 Rioja, La",Pernoctaciones,Residentes en España,2020M07,7.038
4678,"17 Rioja, La",Pernoctaciones,Residentes en España,2020M06,1.942
4679,"17 Rioja, La",Pernoctaciones,Residentes en España,2020M05,.
4680,"17 Rioja, La",Pernoctaciones,Residentes en España,2020M04,0
