Comunidades autónomas,Sexo,Edad,Tipo de dato,Periodo,Total
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM29,62.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM30,66.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM31,63.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM32,63.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM33,62.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM34,55.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM35,58.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM36,58.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM37,48.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM38,59.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM01,38.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM02,31.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM03,40.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM04,37.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM05,31.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM06,38.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM07,26.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM08,43.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM09,27.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM10,35.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM11,34.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM12,33.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM13,29.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM14,42.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM15,41.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM16,34.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM17,29.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM18,24.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM19,37.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM20,42.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM21,32.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM22,36.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM23,41.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM24,39.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM25,24.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM26,41.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM27,29.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM28,37.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM29,31.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM30,35.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM31,36.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM32,40.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM33,37.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM34,33.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM35,43.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM36,42.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM37,34.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM38,36.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM39,26.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM40,31.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM41,37.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM42,30.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM43,44.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM44,27.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM45,25.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM46,33.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM47,25.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM48,35.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM49,25.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM50,32.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM51,34.0
Total Nacional,Total,De 35 a 39 años,Dato base,2019SM52,50.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM01,39.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM02,36.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM03,46.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM04,28.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM05,50.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM06,36.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM07,32.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM08,38.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM09,39.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM10,34.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM11,37.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM12,48.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM13,44.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM14,44.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM15,43.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM16,29.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM17,33.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM18,29.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM19,35.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM20,35.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM21,37.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM22,38.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM23,35.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM24,39.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM25,43.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM26,35.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM27,32.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM28,34.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM29,30.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM30,32.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM31,38.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM32,40.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM33,37.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM34,34.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM35,44.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM36,43.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM37,31.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM38,36.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM39,37.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM40,26.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM41,40.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM42,24.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM43,38.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM44,34.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM45,44.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM46,29.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM47,31.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM48,34.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM49,34.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM50,37.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM51,41.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM52,33.0
Total Nacional,Total,De 35 a 39 años,Dato base,2020SM53,35.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM01,34.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM02,54.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM03,49.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM04,34.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM05,25.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM06,29.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM07,45.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM08,29.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM09,35.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM10,43.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM11,37.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM12,35.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM13,38.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM14,27.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM15,37.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM16,39.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM17,46.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM18,26.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM19,29.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM20,41.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM21,27.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM22,39.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM23,44.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM24,38.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM25,36.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM26,32.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM27,25.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM28,42.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM29,40.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM30,45.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM31,42.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM32,29.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM33,42.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM34,42.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM35,32.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM36,35.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM37,32.0
Total Nacional,Total,De 35 a 39 años,Dato base,2021SM38,21.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM01,30.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM02,22.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM03,21.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM04,16.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM05,20.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM06,19.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM07,29.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM08,16.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM09,22.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM10,30.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM11,21.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM12,22.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM13,15.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM14,21.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM15,23.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM16,15.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM17,17.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM18,15.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM19,19.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM20,18.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM21,29.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM22,16.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM23,15.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM24,17.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM25,11.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM26,23.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM27,25.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM28,19.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM29,18.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM30,20.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM31,19.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM32,23.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM33,21.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM34,19.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM35,23.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM36,18.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM37,14.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM38,18.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM39,14.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM40,18.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM41,19.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM42,19.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM43,23.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM44,20.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM45,20.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM46,13.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM47,16.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM48,22.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM49,22.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM50,21.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM51,22.0
Total Nacional,Total,De 30 a 34 años,Dato base,2019SM52,23.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM01,28.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM02,24.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM03,19.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM04,20.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM05,23.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM06,20.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM07,21.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM08,17.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM09,22.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM10,29.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM11,20.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM12,28.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM13,29.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM14,18.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM15,21.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM16,21.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM17,22.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM18,20.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM19,24.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM20,22.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM21,13.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM22,18.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM23,23.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM24,30.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM25,21.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM26,13.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM27,16.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM28,26.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM29,21.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM30,19.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM31,24.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM32,17.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM33,27.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM34,27.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM35,25.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM36,32.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM37,27.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM38,29.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM39,20.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM40,25.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM41,30.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM42,20.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM43,26.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM44,20.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM45,22.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM46,23.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM47,13.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM48,19.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM49,24.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM50,31.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM51,21.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM52,19.0
Total Nacional,Total,De 30 a 34 años,Dato base,2020SM53,16.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM01,17.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM02,24.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM03,21.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM04,19.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM05,27.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM06,23.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM07,14.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM08,31.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM09,24.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM10,22.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM11,22.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM12,22.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM13,23.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM14,23.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM15,26.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM16,21.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM17,10.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM18,17.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM19,23.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM20,19.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM21,15.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM22,17.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM23,20.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM24,24.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM25,31.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM26,21.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM27,21.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM28,24.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM29,30.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM30,23.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM31,27.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM32,32.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM33,24.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM34,28.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM35,35.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM36,21.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM37,24.0
Total Nacional,Total,De 30 a 34 años,Dato base,2021SM38,16.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM01,14.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM02,14.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM03,11.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM04,12.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM05,16.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM06,14.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM07,17.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM08,17.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM09,16.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM10,13.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM11,9.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM12,18.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM13,13.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM14,12.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM15,17.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM16,15.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM17,15.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM18,12.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM19,12.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM20,14.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM21,18.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM22,17.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM23,15.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM24,9.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM25,9.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM26,12.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM27,19.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM28,17.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM29,20.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM30,17.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM31,16.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM32,17.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM33,11.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM34,13.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM35,13.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM36,11.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM37,15.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM38,13.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM39,8.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM40,13.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM41,21.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM42,13.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM43,15.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM44,16.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM45,9.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM46,13.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM47,10.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM48,14.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM49,12.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM50,13.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM51,17.0
Total Nacional,Total,De 25 a 29 años,Dato base,2019SM52,17.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM01,16.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM02,19.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM03,15.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM04,12.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM05,24.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM06,22.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM07,23.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM08,16.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM09,10.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM10,13.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM11,14.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM12,16.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM13,17.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM14,20.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM15,18.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM16,8.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM17,12.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM18,11.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM19,15.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM20,18.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM21,10.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM22,17.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM23,15.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM24,9.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM25,9.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM26,17.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM27,17.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM28,15.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM29,11.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM30,11.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM31,23.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM32,20.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM33,34.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM34,26.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM35,18.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM36,12.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM37,17.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM38,8.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM39,16.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM40,21.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM41,14.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM42,8.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM43,11.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM44,15.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM45,8.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM46,9.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM47,16.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM48,7.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM49,13.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM50,16.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM51,15.0
